/home/projects/nyosef/eitangr/miniconda3/envs/pixelgen-scvi/lib/python3.10/site-packages/anndata/utils.py:429: FutureWarning: Importing read_elem from `anndata.experimental` is deprecated. Import anndata.io.read_elem instead.
  warnings.warn(msg, FutureWarning)
2025-04-23 11:30:50,093 - Calc 1214
2025-04-23 11:30:50,212 - Calc 1215
2025-04-23 11:30:50,393 - Calc 1216
2025-04-23 11:30:50,756 - Calc 1217
2025-04-23 11:30:51,015 - Calc 1218
2025-04-23 11:30:51,112 - Calc 1219
2025-04-23 11:30:51,379 - Calc 1220
2025-04-23 11:30:51,746 - Calc 1221
2025-04-23 11:30:51,955 - Calc 1222
2025-04-23 11:30:52,539 - Calc 1223
2025-04-23 11:30:54,014 - Calc 1224
2025-04-23 11:30:54,396 - Calc 1225
2025-04-23 11:30:55,409 - Calc 1226
2025-04-23 11:30:55,632 - Calc 1227
2025-04-23 11:30:56,160 - Calc 1228
2025-04-23 11:30:56,205 - Calc 1229
2025-04-23 11:30:56,568 - Calc 1230
2025-04-23 11:30:56,745 - Calc 1231
2025-04-23 11:30:57,150 - Calc 1232
2025-04-23 11:30:57,163 - Calc 1233
2025-04-23 11:30:57,318 - Calc 1234
2025-04-23 11:30:57,772 - Calc 1235
2025-04-23 11:30:58,744 - Calc 1236
2025-04-23 11:30:59,306 - Calc 1237
2025-04-23 11:30:59,808 - Calc 1238
2025-04-23 11:30:59,930 - Calc 1239
2025-04-23 11:31:00,029 - Calc 1240
2025-04-23 11:31:00,336 - Calc 1241
2025-04-23 11:31:00,504 - Calc 1242
2025-04-23 11:31:01,078 - Calc 1243
2025-04-23 11:31:01,293 - Calc 1244
2025-04-23 11:31:01,379 - Calc 1245
2025-04-23 11:31:01,421 - Calc 1246
2025-04-23 11:31:01,841 - Calc 1247
2025-04-23 11:31:02,256 - Calc 1248
2025-04-23 11:31:02,422 - Calc 1249
2025-04-23 11:31:02,450 - Calc 1250
2025-04-23 11:31:02,782 - Calc 1251
2025-04-23 11:31:03,090 - Calc 1252
2025-04-23 11:31:03,241 - Calc 1253
2025-04-23 11:31:03,820 - Calc 1254
2025-04-23 11:31:04,473 - Calc 1255
2025-04-23 11:31:04,624 - Calc 1256
2025-04-23 11:31:04,715 - Calc 1257
2025-04-23 11:31:04,828 - Calc 1258
2025-04-23 11:31:05,223 - Calc 1259
2025-04-23 11:31:05,263 - Calc 1260
2025-04-23 11:31:05,312 - Calc 1261
2025-04-23 11:31:06,034 - Calc 1262
2025-04-23 11:31:06,112 - Calc 1263
2025-04-23 11:31:06,121 - Calc 1264
2025-04-23 11:31:06,337 - Calc 1265
2025-04-23 11:31:06,625 - Calc 1266
2025-04-23 11:31:07,062 - Calc 1267
2025-04-23 11:31:07,121 - Calc 1268
2025-04-23 11:31:08,217 - Calc 1269
2025-04-23 11:31:08,608 - Calc 1270
2025-04-23 11:31:08,828 - Calc 1271
2025-04-23 11:31:08,847 - Calc 1272
2025-04-23 11:31:08,888 - Calc 1273
2025-04-23 11:31:09,435 - Calc 1274
2025-04-23 11:31:10,154 - Calc 1275
2025-04-23 11:31:10,577 - Calc 1276
2025-04-23 11:31:10,822 - Calc 1277
2025-04-23 11:31:10,888 - Calc 1278
2025-04-23 11:31:11,162 - Calc 1279
2025-04-23 11:31:11,426 - Calc 1280
2025-04-23 11:31:11,687 - Calc 1281
2025-04-23 11:31:12,350 - Calc 1282
2025-04-23 11:31:12,974 - Calc 1283
2025-04-23 11:31:13,034 - Calc 1284
2025-04-23 11:31:13,197 - Calc 1285
2025-04-23 11:31:13,933 - Calc 1286
2025-04-23 11:31:14,251 - Calc 1287
2025-04-23 11:31:14,627 - Calc 1288
2025-04-23 11:31:14,675 - Calc 1289
2025-04-23 11:31:15,667 - Calc 1290
2025-04-23 11:31:16,211 - Calc 1291
2025-04-23 11:31:16,658 - Calc 1292
2025-04-23 11:31:16,896 - Calc 1293
2025-04-23 11:31:17,387 - Calc 1294
2025-04-23 11:31:17,586 - Calc 1295
2025-04-23 11:31:17,624 - Calc 1296
2025-04-23 11:31:17,796 - Calc 1297
2025-04-23 11:31:18,610 - Calc 1298
2025-04-23 11:31:19,842 - Calc 1299
2025-04-23 11:31:20,249 - Calc 1300
2025-04-23 11:31:20,664 - Calc 1301
2025-04-23 11:31:20,768 - Calc 1302
2025-04-23 11:31:20,912 - Calc 1303
2025-04-23 11:31:20,932 - Calc 1304
2025-04-23 11:31:22,358 - Calc 1305
2025-04-23 11:31:22,393 - Calc 1306
2025-04-23 11:31:22,470 - Calc 1307
2025-04-23 11:31:23,031 - Calc 1308
2025-04-23 11:31:23,243 - Calc 1309
2025-04-23 11:31:23,300 - Calc 1310
2025-04-23 11:31:23,378 - Calc 1311
2025-04-23 11:31:23,725 - Calc 1312
2025-04-23 11:31:24,170 - Calc 1313
2025-04-23 11:31:24,633 - Calc 1314
2025-04-23 11:31:25,375 - Calc 1315
2025-04-23 11:31:27,036 - Calc 1316
2025-04-23 11:31:27,069 - Calc 1317
2025-04-23 11:31:27,208 - Calc 1318
2025-04-23 11:31:27,585 - Calc 1319
2025-04-23 11:31:27,847 - Calc 1320
2025-04-23 11:31:27,879 - Calc 1321
2025-04-23 11:31:29,192 - Calc 1322
2025-04-23 11:31:29,707 - Calc 1323
2025-04-23 11:31:29,877 - Calc 1324
2025-04-23 11:31:30,140 - Calc 1325
2025-04-23 11:31:30,331 - Calc 1326
2025-04-23 11:31:30,546 - Calc 1327
2025-04-23 11:31:30,644 - Calc 1328
2025-04-23 11:31:30,964 - Calc 1329
2025-04-23 11:31:31,839 - Calc 1330
2025-04-23 11:31:31,945 - Calc 1331
2025-04-23 11:31:32,951 - Calc 1332
2025-04-23 11:31:32,970 - Calc 1333
2025-04-23 11:31:33,323 - Calc 1334
2025-04-23 11:31:34,026 - Calc 1335
2025-04-23 11:31:34,135 - Calc 1336
2025-04-23 11:31:34,217 - Calc 1337
2025-04-23 11:31:34,272 - Calc 1338
2025-04-23 11:31:34,380 - Calc 1339
2025-04-23 11:31:34,392 - Calc 1340
2025-04-23 11:31:35,122 - Calc 1341
2025-04-23 11:31:35,563 - Calc 1342
2025-04-23 11:31:35,685 - Calc 1343
2025-04-23 11:31:35,961 - Calc 1344
2025-04-23 11:31:36,691 - Calc 1345
2025-04-23 11:31:36,931 - Calc 1346
2025-04-23 11:31:37,711 - Calc 1347
2025-04-23 11:31:37,800 - Calc 1348
2025-04-23 11:31:38,796 - Calc 1349
2025-04-23 11:31:39,070 - Calc 1350
2025-04-23 11:31:39,082 - Calc 1351
2025-04-23 11:31:39,234 - Calc 1352
2025-04-23 11:31:39,603 - Calc 1353
2025-04-23 11:31:40,455 - Calc 1354
2025-04-23 11:31:41,113 - Calc 1355
2025-04-23 11:31:41,513 - Calc 1356
2025-04-23 11:31:41,891 - Calc 1357
2025-04-23 11:31:42,229 - Calc 1358
2025-04-23 11:31:43,020 - Calc 1359
2025-04-23 11:31:43,476 - Calc 1360
2025-04-23 11:31:43,648 - Calc 1361
2025-04-23 11:31:43,861 - Calc 1362
2025-04-23 11:31:44,250 - Calc 1363
2025-04-23 11:31:44,335 - Calc 1364
2025-04-23 11:31:44,918 - Calc 1365
2025-04-23 11:31:45,050 - Calc 1366
2025-04-23 11:31:45,109 - Calc 1367
2025-04-23 11:31:45,294 - Calc 1368
2025-04-23 11:31:45,848 - Calc 1369
2025-04-23 11:31:45,984 - Calc 1370
2025-04-23 11:31:46,141 - Calc 1371
2025-04-23 11:31:46,229 - Calc 1372
2025-04-23 11:31:46,728 - Calc 1373
2025-04-23 11:31:47,300 - Calc 1374
2025-04-23 11:31:47,631 - Calc 1375
2025-04-23 11:31:47,742 - Calc 1376
2025-04-23 11:31:48,886 - Calc 1377
2025-04-23 11:31:49,485 - Calc 1378
2025-04-23 11:31:50,285 - Calc 1379
2025-04-23 11:31:50,286 - Calc 1380
2025-04-23 11:31:50,499 - Calc 1381
2025-04-23 11:31:51,811 - Calc 1382
2025-04-23 11:31:51,829 - Calc 1383
2025-04-23 11:31:51,883 - Calc 1384
2025-04-23 11:31:52,576 - Calc 1385
2025-04-23 11:31:52,635 - Calc 1386
2025-04-23 11:31:52,995 - Calc 1387
2025-04-23 11:31:53,913 - Calc 1388
2025-04-23 11:31:53,979 - Calc 1389
2025-04-23 11:31:54,174 - Calc 1390
2025-04-23 11:31:54,547 - Calc 1391
2025-04-23 11:31:55,977 - Calc 1392
2025-04-23 11:31:56,076 - Calc 1393
2025-04-23 11:31:56,107 - Calc 1394
2025-04-23 11:31:56,498 - Calc 1395
2025-04-23 11:31:56,799 - Calc 1396
2025-04-23 11:31:57,041 - Calc 1397
2025-04-23 11:31:57,136 - Calc 1398
2025-04-23 11:31:57,568 - Calc 1399
2025-04-23 11:31:57,944 - Calc 1400
2025-04-23 11:31:58,089 - Calc 1401
2025-04-23 11:31:58,382 - Calc 1402
2025-04-23 11:31:58,665 - Calc 1403
2025-04-23 11:31:58,796 - Calc 1404
2025-04-23 11:31:59,068 - Calc 1405
2025-04-23 11:31:59,923 - Calc 1406
2025-04-23 11:32:00,443 - Calc 1407
2025-04-23 11:32:00,583 - Calc 1408
2025-04-23 11:32:00,673 - Calc 1409
2025-04-23 11:32:00,869 - Calc 1410
2025-04-23 11:32:01,173 - Calc 1411
2025-04-23 11:32:01,351 - Calc 1412
2025-04-23 11:32:01,616 - Calc 1413
2025-04-23 11:32:01,737 - Calc 1414
2025-04-23 11:32:01,822 - Calc 1415
2025-04-23 11:32:03,451 - Calc 1416
2025-04-23 11:32:03,520 - Calc 1417
2025-04-23 11:32:04,039 - Calc 1418
2025-04-23 11:32:04,758 - Calc 1419
2025-04-23 11:32:05,051 - Calc 1420
2025-04-23 11:32:05,199 - Calc 1421
2025-04-23 11:32:05,792 - Calc 1422
2025-04-23 11:32:06,215 - Calc 1423
2025-04-23 11:32:06,307 - Calc 1424
2025-04-23 11:32:06,461 - Calc 1425
2025-04-23 11:32:07,357 - Calc 1426
2025-04-23 11:32:07,417 - Calc 1427
2025-04-23 11:32:07,466 - Calc 1428
2025-04-23 11:32:07,606 - Calc 1429
2025-04-23 11:32:08,689 - Calc 1430
2025-04-23 11:32:08,900 - Calc 1431
2025-04-23 11:32:09,011 - Calc 1432
2025-04-23 11:32:09,564 - Calc 1433
2025-04-23 11:32:09,570 - Calc 1434
2025-04-23 11:32:09,756 - Calc 1435
2025-04-23 11:32:11,174 - Calc 1436
2025-04-23 11:32:11,451 - Calc 1437
2025-04-23 11:32:11,496 - Calc 1438
2025-04-23 11:32:12,266 - Calc 1439
2025-04-23 11:32:12,916 - Calc 1440
2025-04-23 11:32:13,705 - Calc 1441
2025-04-23 11:32:14,042 - Calc 1442
2025-04-23 11:32:14,994 - Calc 1443
2025-04-23 11:32:15,240 - Calc 1444
2025-04-23 11:32:15,504 - Calc 1445
2025-04-23 11:32:15,753 - Calc 1446
2025-04-23 11:32:15,846 - Calc 1447
2025-04-23 11:32:17,072 - Calc 1448
2025-04-23 11:32:17,151 - Calc 1449
2025-04-23 11:32:17,195 - Calc 1450
2025-04-23 11:32:17,554 - Calc 1451
2025-04-23 11:32:17,764 - Calc 1452
2025-04-23 11:32:18,586 - Calc 1453
2025-04-23 11:32:18,696 - Calc 1454
2025-04-23 11:32:19,726 - Calc 1455
2025-04-23 11:32:20,987 - Calc 1456
2025-04-23 11:32:21,264 - Calc 1457
2025-04-23 11:32:22,230 - Calc 1458
2025-04-23 11:32:22,269 - Calc 1459
2025-04-23 11:32:24,081 - Calc 1460
2025-04-23 11:32:24,475 - Calc 1461
2025-04-23 11:32:24,861 - Calc 1462
2025-04-23 11:32:24,999 - Calc 1463
2025-04-23 11:32:25,400 - Calc 1464
2025-04-23 11:32:26,297 - Calc 1465
2025-04-23 11:32:26,676 - Calc 1466
2025-04-23 11:32:27,274 - Calc 1467
2025-04-23 11:32:27,340 - Calc 1468
2025-04-23 11:32:27,816 - Calc 1469
2025-04-23 11:32:27,890 - Calc 1470
2025-04-23 11:32:28,627 - Calc 1471
2025-04-23 11:32:29,146 - Calc 1472
2025-04-23 11:32:29,178 - Calc 1473
2025-04-23 11:32:29,817 - Calc 1474
2025-04-23 11:32:30,233 - Calc 1475
2025-04-23 11:32:30,430 - Calc 1476
2025-04-23 11:32:30,535 - Calc 1477
2025-04-23 11:32:31,041 - Calc 1478
2025-04-23 11:32:31,081 - Calc 1479
2025-04-23 11:32:31,290 - Calc 1480
2025-04-23 11:32:31,649 - Calc 1481
2025-04-23 11:32:32,531 - Calc 1482
2025-04-23 11:32:32,671 - Calc 1483
2025-04-23 11:32:33,380 - Calc 1484
2025-04-23 11:32:33,412 - Calc 1485
2025-04-23 11:32:33,576 - Calc 1486
2025-04-23 11:32:33,816 - Calc 1487
2025-04-23 11:32:34,195 - Calc 1488
2025-04-23 11:32:34,636 - Calc 1489
2025-04-23 11:32:34,988 - Calc 1490
2025-04-23 11:32:35,192 - Calc 1491
2025-04-23 11:32:35,842 - Calc 1492
2025-04-23 11:32:35,908 - Calc 1493
2025-04-23 11:32:35,936 - Calc 1494
2025-04-23 11:32:36,862 - Calc 1495
2025-04-23 11:32:37,958 - Calc 1496
2025-04-23 11:32:38,001 - Calc 1497
2025-04-23 11:32:38,393 - Calc 1498
2025-04-23 11:32:38,944 - Calc 1499
2025-04-23 11:32:38,985 - Calc 1500
2025-04-23 11:32:39,074 - Calc 1501
2025-04-23 11:32:39,093 - Calc 1502
2025-04-23 11:32:39,227 - Calc 1503
2025-04-23 11:32:39,372 - Calc 1504
2025-04-23 11:32:40,536 - Calc 1505
2025-04-23 11:32:41,559 - Calc 1506
2025-04-23 11:32:41,570 - Calc 1507
2025-04-23 11:32:41,746 - Calc 1508
2025-04-23 11:32:41,750 - Calc 1509
2025-04-23 11:32:42,220 - Calc 1510
2025-04-23 11:32:43,139 - Calc 1511
2025-04-23 11:32:43,369 - Calc 1512
2025-04-23 11:32:44,123 - Calc 1513
2025-04-23 11:32:44,360 - Calc 1514
2025-04-23 11:32:44,414 - Calc 1515
2025-04-23 11:32:44,613 - Calc 1516
2025-04-23 11:32:45,698 - Calc 1517
2025-04-23 11:32:46,680 - Calc 1518
2025-04-23 11:32:47,084 - Calc 1519
2025-04-23 11:32:47,716 - Calc 1520
2025-04-23 11:32:48,153 - Calc 1521
2025-04-23 11:32:48,448 - Calc 1522
2025-04-23 11:32:48,955 - Calc 1523
2025-04-23 11:32:49,266 - Calc 1524
2025-04-23 11:32:49,656 - Calc 1525
2025-04-23 11:32:49,985 - Calc 1526
2025-04-23 11:32:50,444 - Calc 1527
2025-04-23 11:32:50,924 - Calc 1528
2025-04-23 11:32:50,990 - Calc 1529
2025-04-23 11:32:51,827 - Calc 1530
2025-04-23 11:32:52,943 - Calc 1531
2025-04-23 11:32:53,621 - Calc 1532
2025-04-23 11:32:53,699 - Calc 1533
2025-04-23 11:32:53,921 - Calc 1534
2025-04-23 11:32:54,053 - Calc 1535
2025-04-23 11:32:54,650 - Calc 1536
2025-04-23 11:32:54,780 - Calc 1537
2025-04-23 11:32:55,672 - Calc 1538
2025-04-23 11:32:55,842 - Calc 1539
2025-04-23 11:32:56,385 - Calc 1540
2025-04-23 11:32:56,459 - Calc 1541
2025-04-23 11:32:56,742 - Calc 1542
2025-04-23 11:32:56,974 - Calc 1543
2025-04-23 11:32:57,012 - Calc 1544
2025-04-23 11:32:57,057 - Calc 1545
2025-04-23 11:32:57,430 - Calc 1546
2025-04-23 11:32:58,120 - Calc 1547
2025-04-23 11:32:58,584 - Calc 1548
2025-04-23 11:32:58,679 - Calc 1549
2025-04-23 11:32:59,719 - Calc 1550
2025-04-23 11:33:00,693 - Calc 1551
2025-04-23 11:33:01,250 - Calc 1552
2025-04-23 11:33:02,103 - Calc 1553
2025-04-23 11:33:02,450 - Calc 1554
2025-04-23 11:33:02,847 - Calc 1555
2025-04-23 11:33:02,972 - Calc 1556
2025-04-23 11:33:03,592 - Calc 1557
2025-04-23 11:33:03,921 - Calc 1558
2025-04-23 11:33:04,123 - Calc 1559
2025-04-23 11:33:04,189 - Calc 1560
2025-04-23 11:33:04,503 - Calc 1561
2025-04-23 11:33:05,904 - Calc 1562
2025-04-23 11:33:06,421 - Calc 1563
2025-04-23 11:33:06,499 - Calc 1564
2025-04-23 11:33:06,548 - Calc 1565
2025-04-23 11:33:06,593 - Calc 1566
2025-04-23 11:33:06,735 - Calc 1567
2025-04-23 11:33:07,547 - Calc 1568
2025-04-23 11:33:08,755 - Calc 1569
2025-04-23 11:33:09,229 - Calc 1570
2025-04-23 11:33:10,232 - Calc 1571
2025-04-23 11:33:10,335 - Calc 1572
2025-04-23 11:33:10,533 - Calc 1573
2025-04-23 11:33:10,782 - Calc 1574
2025-04-23 11:33:10,868 - Calc 1575
2025-04-23 11:33:10,951 - Calc 1576
2025-04-23 11:33:11,333 - Calc 1577
2025-04-23 11:33:11,634 - Calc 1578
2025-04-23 11:33:12,647 - Calc 1579
2025-04-23 11:33:13,091 - Calc 1580
2025-04-23 11:33:13,211 - Calc 1581
2025-04-23 11:33:13,476 - Calc 1582
2025-04-23 11:33:13,815 - Calc 1583
2025-04-23 11:33:14,101 - Calc 1584
2025-04-23 11:33:14,119 - Calc 1585
2025-04-23 11:33:14,613 - Calc 1586
2025-04-23 11:33:15,199 - Calc 1587
2025-04-23 11:33:15,610 - Calc 1588
2025-04-23 11:33:16,560 - Calc 1589
2025-04-23 11:33:16,965 - Calc 1590
2025-04-23 11:33:17,211 - Calc 1591
2025-04-23 11:33:17,981 - Calc 1592
2025-04-23 11:33:17,992 - Calc 1593
2025-04-23 11:33:19,158 - Calc 1594
2025-04-23 11:33:19,392 - Calc 1595
2025-04-23 11:33:19,726 - Calc 1596
2025-04-23 11:33:19,819 - Calc 1597
2025-04-23 11:33:20,334 - Calc 1598
2025-04-23 11:33:20,738 - Calc 1599
2025-04-23 11:33:20,970 - Calc 1600
2025-04-23 11:33:21,004 - Calc 1601
2025-04-23 11:33:21,078 - Calc 1602
2025-04-23 11:33:21,197 - Calc 1603
2025-04-23 11:33:21,200 - Calc 1604
2025-04-23 11:33:21,255 - Calc 1605
2025-04-23 11:33:21,592 - Calc 1606
2025-04-23 11:33:21,599 - Calc 1607
2025-04-23 11:33:21,810 - Calc 1608
2025-04-23 11:33:22,064 - Calc 1609
2025-04-23 11:33:22,705 - Calc 1610
2025-04-23 11:33:22,713 - Calc 1611
2025-04-23 11:33:23,487 - Calc 1612
2025-04-23 11:33:23,607 - Calc 1613
2025-04-23 11:33:24,273 - Calc 1614
2025-04-23 11:33:24,476 - Calc 1615
2025-04-23 11:33:24,788 - Calc 1616
2025-04-23 11:33:25,191 - Calc 1617
2025-04-23 11:33:25,223 - Calc 1618
2025-04-23 11:33:26,161 - Calc 1619
2025-04-23 11:33:26,325 - Calc 1620
2025-04-23 11:33:26,447 - Calc 1621
2025-04-23 11:33:26,914 - Calc 1622
2025-04-23 11:33:27,563 - Calc 1623
2025-04-23 11:33:27,879 - Calc 1624
2025-04-23 11:33:28,224 - Calc 1625
2025-04-23 11:33:28,519 - Calc 1626
2025-04-23 11:33:28,541 - Calc 1627
2025-04-23 11:33:28,965 - Calc 1628
2025-04-23 11:33:30,126 - Calc 1629
2025-04-23 11:33:30,343 - Calc 1630
2025-04-23 11:33:31,409 - Calc 1631
2025-04-23 11:33:31,823 - Calc 1632
2025-04-23 11:33:32,015 - Calc 1633
2025-04-23 11:33:32,339 - Calc 1634
2025-04-23 11:33:32,542 - Calc 1635
2025-04-23 11:33:33,072 - Calc 1636
2025-04-23 11:33:33,732 - Calc 1637
2025-04-23 11:33:33,970 - Calc 1638
2025-04-23 11:33:34,069 - Calc 1639
2025-04-23 11:33:35,298 - Calc 1640
2025-04-23 11:33:35,494 - Calc 1641
2025-04-23 11:33:37,160 - Calc 1642
2025-04-23 11:33:37,595 - Calc 1643
2025-04-23 11:33:38,470 - Calc 1644
2025-04-23 11:33:39,479 - Calc 1645
2025-04-23 11:33:39,562 - Calc 1646
2025-04-23 11:33:39,704 - Calc 1647
2025-04-23 11:33:40,405 - Calc 1648
2025-04-23 11:33:40,415 - Calc 1649
2025-04-23 11:33:41,532 - Calc 1650
2025-04-23 11:33:43,913 - Calc 1651
2025-04-23 11:33:43,936 - Calc 1652
2025-04-23 11:33:44,069 - Calc 1653
2025-04-23 11:33:44,071 - Calc 1654
2025-04-23 11:33:44,734 - Calc 1655
2025-04-23 11:33:44,885 - Calc 1656
2025-04-23 11:33:45,018 - Calc 1657
2025-04-23 11:33:45,513 - Calc 1658
2025-04-23 11:33:46,864 - Calc 1659
2025-04-23 11:33:47,203 - Calc 1660
2025-04-23 11:33:47,303 - Calc 1661
2025-04-23 11:33:47,475 - Calc 1662
2025-04-23 11:33:47,477 - Calc 1663
2025-04-23 11:33:48,081 - Calc 1664
2025-04-23 11:33:48,929 - Calc 1665
2025-04-23 11:33:49,478 - Calc 1666
2025-04-23 11:33:49,918 - Calc 1667
2025-04-23 11:33:50,154 - Calc 1668
2025-04-23 11:33:51,684 - Calc 1669
2025-04-23 11:33:52,085 - Calc 1670
2025-04-23 11:33:52,727 - Calc 1671
2025-04-23 11:33:52,959 - Calc 1672
2025-04-23 11:33:53,038 - Calc 1673
2025-04-23 11:33:53,213 - Calc 1674
2025-04-23 11:33:53,835 - Calc 1675
2025-04-23 11:33:54,871 - Calc 1676
2025-04-23 11:33:55,394 - Calc 1677
2025-04-23 11:33:55,737 - Calc 1678
2025-04-23 11:33:56,047 - Calc 1679
2025-04-23 11:33:56,109 - Calc 1680
2025-04-23 11:33:56,410 - Calc 1681
2025-04-23 11:33:57,124 - Calc 1682
2025-04-23 11:33:58,076 - Calc 1683
2025-04-23 11:33:58,415 - Calc 1684
2025-04-23 11:33:58,599 - Calc 1685
2025-04-23 11:33:59,670 - Calc 1686
2025-04-23 11:34:00,036 - Calc 1687
2025-04-23 11:34:00,326 - Calc 1688
2025-04-23 11:34:00,492 - Calc 1689
2025-04-23 11:34:01,125 - Calc 1690
2025-04-23 11:34:01,879 - Calc 1691
2025-04-23 11:34:03,141 - Calc 1692
2025-04-23 11:34:03,178 - Calc 1693
2025-04-23 11:34:03,752 - Calc 1694
2025-04-23 11:34:04,098 - Calc 1695
2025-04-23 11:34:04,552 - Calc 1696
2025-04-23 11:34:04,747 - Calc 1697
2025-04-23 11:34:05,172 - Calc 1698
2025-04-23 11:34:06,226 - Calc 1699
2025-04-23 11:34:06,941 - Calc 1700
2025-04-23 11:34:07,457 - Calc 1701
2025-04-23 11:34:08,219 - Calc 1702
2025-04-23 11:34:08,304 - Calc 1703
2025-04-23 11:34:08,341 - Calc 1704
2025-04-23 11:34:08,571 - Calc 1705
2025-04-23 11:34:08,639 - Calc 1706
2025-04-23 11:34:08,919 - Calc 1707
2025-04-23 11:34:09,897 - Calc 1708
2025-04-23 11:34:10,009 - Calc 1709
2025-04-23 11:34:12,233 - Calc 1710
2025-04-23 11:34:12,365 - Calc 1711
2025-04-23 11:34:12,663 - Calc 1712
2025-04-23 11:34:13,015 - Calc 1713
2025-04-23 11:34:13,319 - Calc 1714
2025-04-23 11:34:13,914 - Calc 1715
2025-04-23 11:34:13,944 - Calc 1716
2025-04-23 11:34:14,162 - Calc 1717
2025-04-23 11:34:14,453 - Calc 1718
2025-04-23 11:34:15,910 - Calc 1719
2025-04-23 11:34:16,150 - Calc 1720
2025-04-23 11:34:16,228 - Calc 1721
2025-04-23 11:34:16,256 - Calc 1722
2025-04-23 11:34:16,603 - Calc 1723
2025-04-23 11:34:16,772 - Calc 1724
2025-04-23 11:34:17,127 - Calc 1725
2025-04-23 11:34:17,210 - Calc 1726
2025-04-23 11:34:17,557 - Calc 1727
2025-04-23 11:34:18,189 - Calc 1728
2025-04-23 11:34:19,602 - Calc 1729
2025-04-23 11:34:19,658 - Calc 1730
2025-04-23 11:34:20,656 - Calc 1731
2025-04-23 11:34:20,669 - Calc 1732
2025-04-23 11:34:20,841 - Calc 1733
2025-04-23 11:34:21,856 - Calc 1734
2025-04-23 11:34:23,147 - Calc 1735
2025-04-23 11:34:24,000 - Calc 1736
2025-04-23 11:34:24,282 - Calc 1737
2025-04-23 11:34:25,547 - Calc 1738
2025-04-23 11:34:25,958 - Calc 1739
2025-04-23 11:34:26,476 - Calc 1740
2025-04-23 11:34:27,149 - Calc 1741
2025-04-23 11:34:28,963 - Calc 1742
2025-04-23 11:34:29,448 - Calc 1743
2025-04-23 11:34:29,460 - Calc 1744
2025-04-23 11:34:29,487 - Calc 1745
2025-04-23 11:34:29,657 - Calc 1746
2025-04-23 11:34:30,044 - Calc 1747
2025-04-23 11:34:30,248 - Calc 1748
2025-04-23 11:34:30,798 - Calc 1749
2025-04-23 11:34:31,269 - Calc 1750
2025-04-23 11:34:31,429 - Calc 1751
2025-04-23 11:34:31,765 - Calc 1752
2025-04-23 11:34:32,062 - Calc 1753
2025-04-23 11:34:32,603 - Calc 1754
2025-04-23 11:34:34,049 - Calc 1755
2025-04-23 11:34:34,083 - Calc 1756
2025-04-23 11:34:34,189 - Calc 1757
2025-04-23 11:34:34,311 - Calc 1758
2025-04-23 11:34:35,360 - Calc 1759
2025-04-23 11:34:35,568 - Calc 1760
2025-04-23 11:34:35,932 - Calc 1761
2025-04-23 11:34:36,198 - Calc 1762
2025-04-23 11:34:36,379 - Calc 1763
2025-04-23 11:34:37,400 - Calc 1764
2025-04-23 11:34:37,756 - Calc 1765
2025-04-23 11:34:38,223 - Calc 1766
2025-04-23 11:34:38,307 - Calc 1767
2025-04-23 11:34:39,506 - Calc 1768
2025-04-23 11:34:39,524 - Calc 1769
2025-04-23 11:34:39,786 - Calc 1770
2025-04-23 11:34:39,955 - Calc 1771
2025-04-23 11:34:40,234 - Calc 1772
2025-04-23 11:34:40,452 - Calc 1773
2025-04-23 11:34:41,034 - Calc 1774
2025-04-23 11:34:41,210 - Calc 1775
2025-04-23 11:34:41,320 - Calc 1776
2025-04-23 11:34:42,090 - Calc 1777
2025-04-23 11:34:43,227 - Calc 1778
2025-04-23 11:34:43,343 - Calc 1779
2025-04-23 11:34:43,380 - Calc 1780
2025-04-23 11:34:45,028 - Calc 1781
2025-04-23 11:34:45,431 - Calc 1782
2025-04-23 11:34:45,450 - Calc 1783
2025-04-23 11:34:45,583 - Calc 1784
2025-04-23 11:34:45,841 - Calc 1785
2025-04-23 11:34:46,292 - Calc 1786
2025-04-23 11:34:46,305 - Calc 1787
2025-04-23 11:34:47,274 - Calc 1788
2025-04-23 11:34:48,066 - Calc 1789
2025-04-23 11:34:48,735 - Calc 1790
2025-04-23 11:34:48,888 - Calc 1791
2025-04-23 11:34:49,301 - Calc 1792
2025-04-23 11:34:50,573 - Calc 1793
2025-04-23 11:34:50,691 - Calc 1794
2025-04-23 11:34:51,187 - Calc 1795
2025-04-23 11:34:51,192 - Calc 1796
2025-04-23 11:34:51,646 - Calc 1797
2025-04-23 11:34:51,738 - Calc 1798
2025-04-23 11:34:51,831 - Calc 1799
2025-04-23 11:34:52,774 - Calc 1800
2025-04-23 11:34:53,263 - Calc 1801
2025-04-23 11:34:53,444 - Calc 1802
2025-04-23 11:34:53,446 - Calc 1803
2025-04-23 11:34:53,558 - Calc 1804
2025-04-23 11:34:54,188 - Calc 1805
2025-04-23 11:34:54,866 - Calc 1806
2025-04-23 11:34:54,941 - Calc 1807
2025-04-23 11:34:55,026 - Calc 1808
2025-04-23 11:34:55,707 - Calc 1809
2025-04-23 11:34:57,257 - Calc 1810
2025-04-23 11:34:57,260 - Calc 1811
2025-04-23 11:34:57,416 - Calc 1812
2025-04-23 11:34:57,665 - Calc 1813
2025-04-23 11:34:57,792 - Calc 1814
2025-04-23 11:34:57,856 - Calc 1815
2025-04-23 11:34:58,495 - Calc 1816
